Gene,UniProt,Sample_type,Tissue,Species,Repository,Reference,Confidence_Score,Description,Coverage_Map_File,Total_Ion_Intensity
COL7A1,Q02388,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,40.6121,Collagen alpha-1(VII) chain,Retinal vascular basement membrane_Q02388.html,39185.3
COL7A1,Q02388,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,40.6121,Collagen alpha-1(VII) chain,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_Q02388.html,0
COL7A1,Q02388,Varicose Saphenous Vein (Insoluble protein fraction),Blood vessel,human,PXD002555,10.1093/cvr/cvw075,40.6121,Collagen alpha-1(VII) chain,Varicose Saphenous Vein (Insoluble protein fraction)_Q02388.html,2878520
FLG2,Q5D862,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,40.555,Filaggrin-2,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_Q5D862.html,136385
FLG2,Q5D862,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,40.555,Filaggrin-2,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_Q5D862.html,59447.6
COL14A1,Q05707-3,Normal breast (Insoluble protein fraction),Breast,human,PXD005554,10.1021/acs.jproteome.7b00191,40.5343,Isoform 3 of Collagen alpha-1(XIV) chain,Normal breast (Insoluble protein fraction)_Q05707-3.html,10018900
FBLN1,P23142,Cranial bone  (Patent coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,40.411,Fibulin-1,Cranial bone  (Patent coronal suture)_P23142.html,56115200
FBLN1,P23142,Cranial bone (Fused coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,40.411,Fibulin-1,Cranial bone (Fused coronal suture)_P23142.html,29080600
FBLN1,P23142,Cranial bone (Fused sagittal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,40.411,Fibulin-1,Cranial bone (Fused sagittal suture)_P23142.html,35714500
FBLN1,P23142,Cranial bone (Patent coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,40.411,Fibulin-1,Cranial bone (Patent coronal suture)_P23142.html,34258200
CXCL8,P10145,Proteins from human vascular SMCs in culture,Blood vessel,human,PXD005130,10.1172/JCI86924,40.4108,Interleukin-8,Proteins from human vascular SMCs in culture_P10145.html,0
ANXA4,P09525,Normal colon,Colon,human,MSV000078555,10.1186/1471-2407-14-518,40.3675,Annexin A4,Normal colon_P09525.html,229374
Gpc6,Q9R087,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,40.3309,Glypican-6,Fibrotic lung ECM (Quantitative detergent solubility profiling)_Q9R087.html,33713500
ITIH4,Q14624-3,Normal prostate (Soluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,40.256,Isoform 3 of Inter-alpha-trypsin inhibitor heavy chain H4,Normal prostate (Soluble protein fraction)_Q14624-3.html,42753700
F13a1,Q8BH61,Normal colon,Colon,mouse,MSV000078494,10.1074/mcp.M111.014647,40.1899,Coagulation factor XIII A chain,Normal colon_Q8BH61.html,272312
SRPX,P78539-3,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,40.1383,Isoform 3 of Sushi repeat-containing protein SRPX,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P78539-3.html,1210010
SRPX,P78539-3,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,40.1383,Isoform 3 of Sushi repeat-containing protein SRPX,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P78539-3.html,170642
Lamb1,P02469,Normal pancreatic islets and insulinoma (iTRAQ experiment),Pancretic Islet,mouse,PXD005608/MSV000080124,10.1038/srep40495,40.0503,Laminin subunit beta-1,Normal pancreatic islets and insulinoma (iTRAQ experiment)_P02469.html,5058290
Cela1,Q91X79,,Liver Fibrosis,mouse,MSV000081084,10.1002/hep.28918,40.0173,Chymotrypsin-like elastase family member 1,_Q91X79.html,0
Cela1,Q91X79,Liver Fibrosis,Liver Fibrosis,mouse,LiverFibrosis_Klaas_SciReports,10.1038/srep27398,40.0173,Chymotrypsin-like elastase family member 1,Liver Fibrosis_Q91X79.html,0
THBS1,P07996,Normal breast (Crude ECM protein fraction),Breast,human,PXD005554,10.1021/acs.jproteome.7b00191,39.9585,Thrombospondin-1,Normal breast (Crude ECM protein fraction)_P07996.html,4806230
CTHRC1,Q96CG8,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,39.9358,Collagen triple helix repeat-containing protein 1,ECM of cultured primary fibroblasts from normal prostate_Q96CG8.html,17149600
CTHRC1,Q96CG8,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,39.9358,Collagen triple helix repeat-containing protein 1,ECM of cultured primary fibroblasts from prostate cancer stroma_Q96CG8.html,6309820
IGFBP7,Q16270,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,39.9293,Insulin-like growth factor-binding protein 7,Omental metastasis from HGS ovarian carcinoma (Crude ECM protein fraction)_Q16270.html,1567550
IGFBP7,Q16270,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction),Ovarian Cancer Metastasis,human,PXD005554,10.1021/acs.jproteome.7b00191,39.9293,Insulin-like growth factor-binding protein 7,Omental metastasis from HGS ovarian carcinoma (Soluble protein fraction)_Q16270.html,4388470
CTSH,P09668,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,39.8858,Pro-cathepsin H,Normal liver_P09668.html,1863990
Ltbp4,Q8K4G1-3,Liver Fibrosis,Liver Fibrosis,mouse,LiverFibrosis_Klaas_SciReports,10.1038/srep27398,39.8488,Isoform 3 of Latent-transforming growth factor beta-binding protein 4,Liver Fibrosis_Q8K4G1-3.html,0
Colec12,Q8K4Q8,Lung metastasis (4T1),Breast Cancer,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,39.6193,Collectin-12,Lung metastasis (4T1)_Q8K4Q8.html,57244100
Dpt,Q9QZZ6,Normal mammary gland,Breast,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,39.6173,Dermatopontin,Normal mammary gland_Q9QZZ6.html,132380000
COL21A1,Q96P44-3,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,39.498,Isoform 3 of Collagen alpha-1(XXI) chain,Normal liver_Q96P44-3.html,13043500
LOX,P28300,Cranial bone  (Patent coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.4771,Protein-lysine 6-oxidase,Cranial bone  (Patent coronal suture)_P28300.html,19103200
LOX,P28300,Cranial bone (Fused coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.4771,Protein-lysine 6-oxidase,Cranial bone (Fused coronal suture)_P28300.html,2436790
LOX,P28300,Cranial bone (Fused metopic suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.4771,Protein-lysine 6-oxidase,Cranial bone (Fused metopic suture)_P28300.html,2562190
LOX,P28300,Cranial bone (Fused sagittal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.4771,Protein-lysine 6-oxidase,Cranial bone (Fused sagittal suture)_P28300.html,9811160
LOX,P28300,Cranial bone (Patent metopic suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.4771,Protein-lysine 6-oxidase,Cranial bone (Patent metopic suture)_P28300.html,2022810
S100A10,P60903,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,39.4718,Protein S100-A10,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P60903.html,4357590
S100A10,P60903,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,39.4718,Protein S100-A10,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P60903.html,2238050
S100A10,P60903,Triple-negative breast cancer (Crude ECM protein fraction),Breast Cancer,human,PXD005554,10.1021/acs.jproteome.7b00191,39.4718,Protein S100-A10,Triple-negative breast cancer (Crude ECM protein fraction)_P60903.html,1674440
IGFBP4,P22692,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,39.3676,Insulin-like growth factor-binding protein 4,ECM of cultured primary fibroblasts from normal prostate_P22692.html,3045960
IGFBP4,P22692,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,39.3676,Insulin-like growth factor-binding protein 4,ECM of cultured primary fibroblasts from prostate cancer stroma_P22692.html,1152790
Pzp,Q61838,Normal mammary gland,Breast,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,39.3238,Pregnancy zone protein,Normal mammary gland_Q61838.html,90176800
LAMB1,P07942,Cranial bone  (Patent coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.2838,Laminin subunit beta-1,Cranial bone  (Patent coronal suture)_P07942.html,2893020
LAMB1,P07942,Cranial bone (Fused coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.2838,Laminin subunit beta-1,Cranial bone (Fused coronal suture)_P07942.html,4119110
LAMB1,P07942,Cranial bone (Fused sagittal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.2838,Laminin subunit beta-1,Cranial bone (Fused sagittal suture)_P07942.html,9822490
LAMB1,P07942,Cranial bone (Patent coronal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.2838,Laminin subunit beta-1,Cranial bone (Patent coronal suture)_P07942.html,20393300
LAMB1,P07942,Cranial bone (Patent metopic suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.2838,Laminin subunit beta-1,Cranial bone (Patent metopic suture)_P07942.html,2435180
LGALS3,P17931,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,39.1987,Galectin-3,ECM of cultured primary fibroblasts from normal prostate_P17931.html,30253.5
LGALS3,P17931,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,39.1987,Galectin-3,ECM of cultured primary fibroblasts from prostate cancer stroma_P17931.html,877283
LGALS3,P17931,Normal prostate (Insoluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,39.1987,Galectin-3,Normal prostate (Insoluble protein fraction)_P17931.html,1214910
LGALS3,P17931,Normal prostate (Soluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,39.1987,Galectin-3,Normal prostate (Soluble protein fraction)_P17931.html,11927300
DPT,Q07507,Normal omental tissue (Crude ECM protein fraction),Omentum,human,PXD005554,10.1021/acs.jproteome.7b00191,39.1819,Dermatopontin,Normal omental tissue (Crude ECM protein fraction)_Q07507.html,1107890
DPT,Q07507,Normal omental tissue (Soluble protein fraction),Omentum,human,PXD005554,10.1021/acs.jproteome.7b00191,39.1819,Dermatopontin,Normal omental tissue (Soluble protein fraction)_Q07507.html,3248860
Igfbp2,P47877,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,39.1646,Insulin-like growth factor-binding protein 2,Bronchoalveolar lavage of fibrotic lung_P47877.html,183970000
Igfbp2,P47877,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,39.1646,Insulin-like growth factor-binding protein 2,Bronchoalveolar lavage of normal lung_P47877.html,16888500
Igfbp2,P47877,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,39.1646,Insulin-like growth factor-binding protein 2,Normal lung ECM (Quantitative detergent solubility profiling)_P47877.html,4310540
PRG2,P13727,Cranial bone (Fused metopic suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.155,Bone marrow proteoglycan,Cranial bone (Fused metopic suture)_P13727.html,16092500
PRG2,P13727,Cranial bone (Fused sagittal suture),Cranial Bone,human,PXD003215,10.1016/j.ab.2016.09.021,39.155,Bone marrow proteoglycan,Cranial bone (Fused sagittal suture)_P13727.html,24297200
ASPN,Q9BXN1,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,39.1493,Asporin,Normal liver_Q9BXN1.html,556338
Ccl6,P27784,Lung metastasis (4T1),Breast Cancer,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,39.0507,C-C motif chemokine 6,Lung metastasis (4T1)_P27784.html,16924300
VWA5A,O00534-3,Normal prostate (Soluble protein fraction),Prostate,human,PXD006562,10.1002/pros.23503,39.0225,Isoform 3 of von Willebrand factor A domain-containing protein 5A,Normal prostate (Soluble protein fraction)_O00534-3.html,11468200
ANGPTL6,Q8NI99,Normal colon,Colon,human,MSV000078555,10.1186/1471-2407-14-518,39.014,Angiopoietin-related protein 6,Normal colon_Q8NI99.html,13163
ADAM9,Q13443,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,39.01,Disintegrin and metalloproteinase domain-containing protein 9,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_Q13443.html,144374
ADAM9,Q13443,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,39.01,Disintegrin and metalloproteinase domain-containing protein 9,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_Q13443.html,54632.4
EMILIN3,Q9NT22,Normal colon,Colon,human,MSV000078555,10.1186/1471-2407-14-518,38.9343,EMILIN-3,Normal colon_Q9NT22.html,55629.8
Cspg4,Q8VHY0,Normal colon,Colon,mouse,MSV000078494,10.1074/mcp.M111.014647,38.7651,Chondroitin sulfate proteoglycan 4,Normal colon_Q8VHY0.html,194073
CYR61,O00622,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,38.7634,Protein CYR61,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_O00622.html,645471
CYR61,O00622,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,38.7634,Protein CYR61,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_O00622.html,343593
GPC1,P35052,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,38.7593,Glypican-1,ECM of cultured primary fibroblasts from normal prostate_P35052.html,5293970
GPC1,P35052,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,38.7593,Glypican-1,ECM of cultured primary fibroblasts from prostate cancer stroma_P35052.html,3558250
Adam15,O88839-3,Fibrotic lung ECM (Quantitative detergent solubility profiling),Lung Fibrosis,mouse,PXD001765,10.15252/msb.20156123,38.7318,Isoform 3 of Disintegrin and metalloproteinase domain-containing protein 15,Fibrotic lung ECM (Quantitative detergent solubility profiling)_O88839-3.html,69986400
MBL2,P11226,Asymptomatic carotid (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,38.6972,Mannose-binding protein C,Asymptomatic carotid (Soluble protein fraction)_P11226.html,0
MBL2,P11226,Symptomatic carotid stenosis (Insoluble ECM protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,38.6972,Mannose-binding protein C,Symptomatic carotid stenosis (Insoluble ECM protein fraction)_P11226.html,0
MBL2,P11226,Symptomatic carotid stenosis (Soluble protein fraction),Blood vessel,human,PXD005130,10.1172/JCI86924,38.6972,Mannose-binding protein C,Symptomatic carotid stenosis (Soluble protein fraction)_P11226.html,0
Adam17,Q9Z0F8,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,38.6931,Disintegrin and metalloproteinase domain-containing protein 17,Normal lung_Q9Z0F8.html,308785
Adam17,Q9Z0F8,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,38.6931,Disintegrin and metalloproteinase domain-containing protein 17,Normal lung ECM (Quantitative detergent solubility profiling)_Q9Z0F8.html,199720000
TGFBI,Q15582,Normal breast (Crude ECM protein fraction),Breast,human,PXD005554,10.1021/acs.jproteome.7b00191,38.6826,Transforming growth factor-beta-induced protein ig-h3,Normal breast (Crude ECM protein fraction)_Q15582.html,2509850
TGFBI,Q15582,Normal breast (Insoluble protein fraction),Breast,human,PXD005554,10.1021/acs.jproteome.7b00191,38.6826,Transforming growth factor-beta-induced protein ig-h3,Normal breast (Insoluble protein fraction)_Q15582.html,237094
LOXL4,Q96JB6,Retinal vascular basement membrane,Blood vessel,human,PXD001025,10.1021/pr5002065,38.668,Lysyl oxidase homolog 4,Retinal vascular basement membrane_Q96JB6.html,1523670
Serpinf1,P97298,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,38.5229,Pigment epithelium-derived factor,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P97298.html,227298
Serpinf1,P97298,Lung metastasis (4T1),Breast Cancer,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,38.5229,Pigment epithelium-derived factor,Lung metastasis (4T1)_P97298.html,15050500
Serpinf1,P97298,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,38.5229,Pigment epithelium-derived factor,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_P97298.html,37292.7
Serpinf1,P97298,Syngeneic mammary tumor (4T1),Breast Cancer,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,38.5229,Pigment epithelium-derived factor,Syngeneic mammary tumor (4T1)_P97298.html,44419200
SLIT2,O94813,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,38.3922,Slit homolog 2 protein,ECM of cultured primary fibroblasts from prostate cancer stroma_O94813.html,25067900
FBLN1,P23142-3,Triple-negative breast cancer (Soluble protein fraction),Breast Cancer,human,PXD005554,10.1021/acs.jproteome.7b00191,38.3618,Isoform B of Fibulin-1,Triple-negative breast cancer (Soluble protein fraction)_P23142-3.html,11348100
LAMC2,Q13753,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,38.3573,Laminin subunit gamma-2,Highly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_Q13753.html,1006380
LAMC2,Q13753,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2),Breast Cancer,human/mouse,MSV000078535,10.7554/eLife.01308,38.3573,Laminin subunit gamma-2,Poorly metastatic mammary tumor xenograft (MDA-MB-231_LM2)_Q13753.html,21331.6
SERPINA1,P01009,Normal liver,Liver,human,MSV000078555,10.1186/1471-2407-14-518,38.3531,Alpha-1-antitrypsin,Normal liver_P01009.html,2070530
LTBP4,Q8N2S1-2,Liver metastasis from metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,38.1913,Isoform 2 of Latent-transforming growth factor beta-binding protein 4,Liver metastasis from metastatic colorectal tumor_Q8N2S1-2.html,5871380
LTBP4,Q8N2S1-2,Primary metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,38.1913,Isoform 2 of Latent-transforming growth factor beta-binding protein 4,Primary metastatic colorectal tumor_Q8N2S1-2.html,34128600
SERPIND1,P05546,Liver metastasis from metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,38.1409,Heparin cofactor 2,Liver metastasis from metastatic colorectal tumor_P05546.html,1458950
SERPIND1,P05546,Primary metastatic colorectal tumor,Colon Cancer,human,MSV000078555,10.1186/1471-2407-14-518,38.1409,Heparin cofactor 2,Primary metastatic colorectal tumor_P05546.html,308814
PLOD2,O00469,ECM of cultured primary fibroblasts from normal prostate,Prostate,human,PXD006562,10.1002/pros.23503,38.1014,Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2,ECM of cultured primary fibroblasts from normal prostate_O00469.html
PLOD2,O00469,ECM of cultured primary fibroblasts from prostate cancer stroma,Prostate,human,PXD006562,10.1002/pros.23503,38.1014,Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2,ECM of cultured primary fibroblasts from prostate cancer stroma_O00469.html
